Number,Caller,IT System,Short description,Assignment group,Assigned to,State,Affected CI,Priority,Incident state,Updated,Opened,Severity,Business duration,Duration
INC6586583,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Crosstrade]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:22,2024-10-28 18:04:50,3 - Low,24910,70652
INC6586582,AppD Service,,AppDynamics has detected a problem with DB Server [LEPNJCCP2: njc2lx8006.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc2lx8006,3 - Moderate,Closed,2024-10-29 13:42:00,2024-10-28 18:04:45,3 - Low,24915,70635
INC6586581,AppD Service,,AppDynamics has detected a problem with DB Server [PROD-DISTRIBUTOR-LDNPDISDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:15,2024-10-28 18:04:41,3 - Low,24919,70714
INC6586580,AppD Service,,AppDynamics has detected a problem with DB Server [ DB_DCM_DR_njc2lx6519]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc2lx6519,3 - Moderate,Closed,2024-10-29 13:42:19,2024-10-28 18:04:37,3 - Low,24923,70662
INC6586579,AppD Service,,AppDynamics has detected a problem with DB Server [PVM-PRD-LDNPPVMTPDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:54,2024-10-28 18:04:32,3 - Low,24928,70642
INC6586578,AppD Service,,AppDynamics has detected a problem with DB Server [PRD-LDN2WS032N02]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2ws032n02,3 - Moderate,Closed,2024-10-29 13:42:41,2024-10-28 18:04:28,3 - Low,24932,70693
INC6586577,AppD Service,,AppDynamics has detected a problem with DB Server [TPVOL-PROD-tpvol-prod-dashboard-rds]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:48,2024-10-28 18:04:23,3 - Low,24937,70645
INC6586576,AppD Service,,AppDynamics has detected a problem with DB Server [GRDNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2024-10-29 13:42:35,2024-10-28 18:04:19,3 - Low,24941,70696
INC6586575,AppD Service,,AppDynamics has detected a problem with DB Server [LCMSage-Prod-LDNPLCMSDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:00,2024-10-28 18:04:15,3 - Low,24945,70725
INC6586572,AppD Service,,AppDynamics has detected a problem with DB Server [EQUIAS_Shared_Prod Instance]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:11,2024-10-28 18:04:13,3 - Low,24947,70738
INC6586569,AppD Service,,AppDynamics has detected a problem with DB Server [WCLK-PROD-LDNPSHRDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:56,2024-10-28 18:04:06,3 - Low,24954,70730
INC6586567,AppD Service,,AppDynamics has detected a problem with DB Server [Wordwatch-PRD-NJC1WS032N01]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc1ws032n01,3 - Moderate,Closed,2024-10-29 13:42:53,2024-10-28 18:04:01,3 - Low,24959,70732
INC6586506,Spotlight Service ,DB Farm - AM Prod,DBA Spotlight notification for njc1ws012n01  SQL Agent - Jobs Failed: The SQL Agent Job 'DatabaseBackup - USER_DATABASES - LOG' failed 1 time between Mo,Database Administrators,,Cancelled,njc1ws012n01,3 - Moderate,Cancelled,2024-10-29 19:28:40,2024-10-28 17:34:53,3 - Low,35627,93227
INC6586200,Spotlight Service ,DB Farm - EM Prod,DBA Spotlight ldn1ws002n01  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'ldn1ws002n01' : A network-relate,Database Administrators,,Cancelled,ldn1ws002n01,3 - Moderate,Cancelled,2024-10-29 19:26:18,2024-10-28 16:04:46,3 - Low,37578,98492
INC6585986,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS024N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 1",Database Administrators,,Cancelled,njc2ws024n02,3 - Moderate,Cancelled,2024-10-29 19:29:03,2024-10-28 15:14:24,3 - Low,37743,101679
INC6585423,Spotlight Service ,,Spotlight notification for LDN1WS049N01\GCDDIS  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to c,Database Administrators,,Cancelled,,5 - Planning,Cancelled,2024-10-29 19:25:23,2024-10-28 12:36:37,3 - Low,37523,110926
INC6585418,Spotlight Service ,,"DBA Spotlight LDNPAPADBLS1,51433  Availability Group - Failover Availability: Failover must be done manually ",Database Administrators,,Cancelled,,5 - Planning,Cancelled,2024-10-29 19:24:26,2024-10-28 12:35:27,3 - Low,37466,110939
INC6585067,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job PopulateQMTradeDetail_DeNml has been executing for 31 minutes 48 ",Database Administrators,,Cancelled,njc1ws0008n01,3 - Moderate,Cancelled,2024-10-29 19:24:28,2024-10-28 10:30:13,3 - Low,37468,118455
INC6585040,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job #ETD_HUB_Parallel_Run has been executing for 10 minutes 43 seconds (2217% of",Database Administrators,,Cancelled,ldn1ws003n01,3 - Moderate,Cancelled,2024-10-29 19:27:36,2024-10-28 10:21:31,3 - Low,37656,119165
INC6584928,Spotlight Service ,BRS - EM Prod,"DBA Spotlight LDN1WS003N01,51433  SQL Agent - Long Running Jobs (Percent) : Job #ETD_HUB_Parallel_Output_File has been executing for 5 minutes 48 seconds (1",Database Administrators,,Cancelled,ldn1ws003n01,3 - Moderate,Cancelled,2024-10-29 19:28:42,2024-10-28 09:36:43,3 - Low,37722,121919
INC6584915,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job PopulateQMTradeDetail_DeNml has been executing for 32 minutes 48 ",Database Administrators,,Cancelled,njc1ws0008n01,3 - Moderate,Cancelled,2024-10-29 19:25:24,2024-10-28 09:30:08,3 - Low,37524,122116
INC6583964,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc2ws032n02  SQL Agent - Jobs Failed: The SQL Agent Job 'Sync_AG' failed 1 time between Monday, October 28, 2024 12:59:1",Database Administrators,,Cancelled,njc2ws032n02,3 - Moderate,Cancelled,2024-10-29 19:30:23,2024-10-28 05:05:46,3 - Low,37823,138277
INC6583963,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc2ws032n02  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_AOAG_details' failed 1 time between Monday, October 28, ",Database Administrators,,Cancelled,njc2ws032n02,3 - Moderate,Cancelled,2024-10-29 19:27:38,2024-10-28 05:05:44,3 - Low,37658,138114
INC6583958,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws043n01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_AOAG_details' failed 1 time between Monday, Octobe",Database Administrators,,Cancelled,njc1ws043n01,3 - Moderate,Cancelled,2024-10-29 19:24:52,2024-10-28 05:05:04,3 - Low,37492,137988
INC6583917,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS0008N02,51433  SQL Agent - Long Running Jobs (Percent) : Job DatabaseBackup - USER_DATABASES - LOG has been executing for 3",Database Administrators,,Cancelled,njc2ws0008n02,3 - Moderate,Cancelled,2024-10-29 19:27:38,2024-10-28 04:49:26,3 - Low,37658,139092
INC6583885,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC1WS3463N01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Oct",Database Administrators,,Cancelled,njc1ws3463n01,3 - Moderate,Cancelled,2024-10-29 19:28:17,2024-10-28 04:35:53,3 - Low,37697,139944
INC6583884,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc2ws032n02  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, October 28",Database Administrators,,Cancelled,njc2ws032n02,3 - Moderate,Cancelled,2024-10-29 19:25:23,2024-10-28 04:35:34,3 - Low,37523,139789
INC6583883,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC1WS004N01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc1ws004n01,3 - Moderate,Cancelled,2024-10-29 19:26:19,2024-10-28 04:35:20,3 - Low,37579,139859
INC6583882,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws040n01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc1ws040n01,3 - Moderate,Cancelled,2024-10-29 19:30:22,2024-10-28 04:35:13,3 - Low,37822,140109
INC6583881,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc2ws040n02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc2ws040n02,3 - Moderate,Cancelled,2024-10-29 19:26:17,2024-10-28 04:35:11,3 - Low,37577,139866
INC6583879,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC2WS3463N02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Oct",Database Administrators,,Cancelled,njc2ws3463n02,3 - Moderate,Cancelled,2024-10-29 19:28:16,2024-10-28 04:34:57,3 - Low,37696,139999
INC6583878,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws032n01  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, October 28",Database Administrators,,Cancelled,njc1ws032n01,3 - Moderate,Cancelled,2024-10-29 19:27:40,2024-10-28 04:34:55,3 - Low,37660,139965
INC6583877,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC2WS024N02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc2ws024n02,3 - Moderate,Cancelled,2024-10-29 19:26:19,2024-10-28 04:34:52,3 - Low,37579,139887
INC6583876,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws012n01  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, October 28",Database Administrators,,Cancelled,njc1ws012n01,3 - Moderate,Cancelled,2024-10-29 19:25:25,2024-10-28 04:34:51,3 - Low,37525,139834
INC6583875,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws021n01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc1ws021n01,3 - Moderate,Cancelled,2024-10-29 19:29:04,2024-10-28 04:34:36,3 - Low,37744,140068
INC6583873,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc2ws021n02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc2ws021n02,3 - Moderate,Cancelled,2024-10-29 19:25:23,2024-10-28 04:34:26,3 - Low,37523,139857
INC6583872,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC2WS0008N02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Oct",Database Administrators,,Cancelled,njc2ws0008n02,3 - Moderate,Cancelled,2024-10-29 19:25:25,2024-10-28 04:34:26,3 - Low,37525,139859
INC6583871,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws014n02,1433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octob",Database Administrators,,Cancelled,njc1ws014n02,3 - Moderate,Cancelled,2024-10-29 19:28:40,2024-10-28 04:34:25,3 - Low,37720,140055
INC6583870,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc2ws005n02,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc2ws005n02,3 - Moderate,Cancelled,2024-10-29 19:29:25,2024-10-28 04:34:18,3 - Low,37765,140107
INC6583869,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws010n01  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, October 28",Database Administrators,,Cancelled,njc1ws010n01,3 - Moderate,Cancelled,2024-10-29 19:27:58,2024-10-28 04:34:16,3 - Low,37678,140022
INC6583868,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Oct",Database Administrators,,Cancelled,njc1ws0008n01,3 - Moderate,Cancelled,2024-10-29 19:24:52,2024-10-28 04:34:06,3 - Low,37492,139846
INC6583866,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for NJC1WS024N01,51433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octo",Database Administrators,,Cancelled,njc1ws024n01,3 - Moderate,Cancelled,2024-10-29 19:28:17,2024-10-28 04:33:55,3 - Low,37697,140062
INC6583865,Spotlight Service ,DB Farm - AM Prod,"DBA Spotlight notification for njc1ws014n01,1433  SQL Agent - Jobs Failed: The SQL Agent Job 'Update_Server_details' failed 1 time between Monday, Octob",Database Administrators,,Cancelled,njc1ws014n01,3 - Moderate,Cancelled,2024-10-29 19:24:53,2024-10-28 04:33:17,3 - Low,37493,139896
INC6583826,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS034N01  Monitored Server - Windows Secondary Connection Failure: Connection 'Windows Registry Channel' failed to connect: W,Database Administrators,,Cancelled,ldn1ws034n01,3 - Moderate,Cancelled,2024-10-29 19:29:03,2024-10-28 04:11:14,3 - Low,37743,141469
INC6583671,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS0008N01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 33 ",Database Administrators,,Cancelled,njc1ws0008n01,3 - Moderate,Cancelled,2024-10-29 19:26:49,2024-10-28 03:35:07,3 - Low,37610,143503
INC6583669,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws005n01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 33 m",Database Administrators,,Cancelled,njc1ws005n01,3 - Moderate,Cancelled,2024-10-29 19:32:34,2024-10-28 03:34:52,3 - Low,37954,143862
INC6583668,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC2WS024N02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseBackup - USER_DATABASES - FULL has been executing for 33 m",Database Administrators,,Cancelled,njc2ws024n02,3 - Moderate,Cancelled,2024-10-29 19:26:47,2024-10-28 03:34:22,3 - Low,37607,143545
INC6583560,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for NJC1WS004N01,51433  SQL Agent - Long Running Jobs (Time) : Job IndexOptimize - USER_DATABASES has been executing for 31 minutes 1",Database Administrators,,Cancelled,njc1ws004n01,3 - Moderate,Cancelled,2024-10-29 19:27:38,2024-10-28 02:57:35,3 - Low,37658,145803
INC6583541,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc1ws040n01,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 33 ",Database Administrators,,Cancelled,njc1ws040n01,3 - Moderate,Cancelled,2024-10-29 19:28:39,2024-10-28 02:50:10,3 - Low,37719,146309
INC6583538,Spotlight Service ,DB Farm - AM Prod,"Spotlight notification for njc2ws040n02,51433  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 ",Database Administrators,,Cancelled,njc2ws040n02,3 - Moderate,Cancelled,2024-10-29 19:24:54,2024-10-28 02:49:13,3 - Low,37494,146141
INC6583536,Spotlight Service ,DB Farm - AM Prod,Spotlight notification for njc1ws032n01  SQL Agent - Long Running Jobs (Time) : Job DatabaseIntegrityCheck - USER_DATABASES has been executing for 32 minute,Database Administrators,,Cancelled,njc1ws032n01,3 - Moderate,Cancelled,2024-10-29 19:28:42,2024-10-28 02:48:35,3 - Low,37722,146407
